"local";"rs";"bio1";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"clay_0_30cm";"npp";"ocd_clay_0_30cm";"ocs_clay_0_30cm";"ocs_sand_0_30cm";"sand_0_30cm";"soc_clay_0_30cm";"soc_sand_0_30cm"
614;626,04;17,1499996185303;27,75;6,05000019073486;1529,80004882812;236,5;49,7999992370605;40;598,400024414062;215;598,400024414062;226,5;8,19999980926514;24,8999996185303;845,799987792969;32,8499984741211;0,150000005960464;32,7000007629395;27,75;8,14999961853027;NA;1873;NA;NA;NA;NA;NA;NA
610;1549;16,8500003814697;27,4500007629395;5,65000009536743;1498,90002441406;235,899993896484;49,0999984741211;42,0999984741211;608;208;608;218,800003051758;8,39999961853027;25,5;845,799987792969;32,6500015258789;-0,25;32,9000015258789;27,4500007629395;7,75;326,333343505859;1850,5;0,801838576793671;0,125638395547867;0,204658910632133;200,33332824707;0,737487196922302;1,20133113861084
610;1123;16,8500003814697;27,4500007629395;5,65000009536743;1498,90002441406;235,899993896484;49,0999984741211;42,0999984741211;608;208;608;218,800003051758;8,39999961853027;25,5;845,799987792969;32,6500015258789;-0,25;32,9000015258789;27,4500007629395;7,75;326,333343505859;1850,5;0,801838576793671;0,125638395547867;0,204658910632133;200,33332824707;0,737487196922302;1,20133113861084
608;803,73;16,5499992370605;27,0499992370605;5,25;1595,19995117188;255,800003051758;50,0999984741211;44,0999984741211;660,599975585938;212,899993896484;660,599975585938;224,5;8,39999961853027;25,3999996185303;848,200012207031;32,3499984741211;-0,649999976158142;33;27,0499992370605;7,34999990463257;288,666656494141;1919,19995117188;0,923787534236908;0,166281759738922;0,238805964589119;201;0,81177830696106;1,16583740711212
618;755;17,25;27,75;6,15000009536743;1472,80004882812;231,899993896484;48,2999992370605;41,9000015258789;591,299987792969;200,800003051758;591,299987792969;215,899993896484;7,80000019073486;24,2999992370605;842,099975585938;32,75;0,449999988079071;32,2999992370605;27,75;13,0500001907349;286;1831,19995117188;0,94988340139389;0,139860138297081;0,199667230248451;200,33332824707;0,5617715716362;0,80199670791626
611;429,56;16,9500007629395;27,4500007629395;5,75;1449,40002441406;231,399993896484;46,5999984741211;43,9000015258789;600,700012207031;195,899993896484;600,700012207031;208,699996948242;8,5;25,7999992370605;844,900024414062;32,75;-0,25;33;27,4500007629395;7,84999990463257;310,666656494141;1813,5;0,928111672401428;0,15772533416748;0,2928287088871;167,33332824707;0,675965666770935;1,25498008728027
611;635,74;16,9500007629395;27,4500007629395;5,75;1449,40002441406;231,399993896484;46,5999984741211;43,9000015258789;600,700012207031;195,899993896484;600,700012207031;208,699996948242;8,5;25,7999992370605;844,900024414062;32,75;-0,25;33;27,4500007629395;7,84999990463257;310,666656494141;1813,5;0,928111672401428;0,15772533416748;0,2928287088871;167,33332824707;0,675965666770935;1,25498008728027
611;683,76;16,9500007629395;27,4500007629395;5,75;1449,40002441406;231,399993896484;46,5999984741211;43,9000015258789;600,700012207031;195,899993896484;600,700012207031;208,699996948242;8,5;25,7999992370605;844,900024414062;32,75;-0,25;33;27,4500007629395;7,84999990463257;310,666656494141;1813,5;0,928111672401428;0,15772533416748;0,2928287088871;167,33332824707;0,675965666770935;1,25498008728027
30;412;19,8500003814697;27,4500007629395;11,4499998092651;1493,30004882812;177,600006103516;92,4000015258789;19;439,600006103516;307,799987792969;390,100006103516;370,200012207031;9,69999980926514;36,0999984741211;623;33,6500015258789;6,84999990463257;26,7999992370605;15,75;16,1499996185303;96;1846,40002441406;2,40972208976746;0,364583343267441;0,0741002112627029;472,333343505859;2,20138883590698;0,447424113750458
30;585;19,8500003814697;27,4500007629395;11,4499998092651;1493,30004882812;177,600006103516;92,4000015258789;19;439,600006103516;307,799987792969;390,100006103516;370,200012207031;9,69999980926514;36,0999984741211;623;33,6500015258789;6,84999990463257;26,7999992370605;15,75;16,1499996185303;96;1846,40002441406;2,40972208976746;0,364583343267441;0,0741002112627029;472,333343505859;2,20138883590698;0,447424113750458
