"local";"rh";"bio1";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"npp"
324;130;5,44999980926514;17,6499996185303;-6,94999980926514;645,700012207031;79,8000030517578;30,7999992370605;28,8999996185303;228,100006103516;107,599998474121;228,100006103516;127,599998474121;7;20,7000007629395;964,700012207031;22,9500007629395;-10,8500003814697;33,7999992370605;17,6499996185303;-1,04999995231628;1015,5
342;46;-8,94999980926514;16,4500007629395;-36,25;276;47;7,80000019073486;61,2999992370605;131,199996948242;26,1000003814697;131,199996948242;30;9;14,1000003814697;2067;23,5499992370605;-40,3499984741211;63,9000015258789;16,4500007629395;-19,4500007629395;254,100006103516
161;177;2,54999995231628;20,75;-18,4500007629395;549,900024414062;148,5;3,40000009536743;107;372,700012207031;12,6999998092651;372,700012207031;12,6999998092651;10,6999998092651;20;1519,19995117188;26,0499992370605;-27,4500007629395;53,5;20,75;-18,4500007629395;800
325;140;5,55000019073486;17,75;-6,84999990463257;627,200012207031;79;30;30,7999992370605;223,899993896484;100,400001525879;223,899993896484;120,599998474121;6,90000009536743;20,3999996185303;961,400024414062;23,0499992370605;-10,75;33,7999992370605;17,75;-0,850000023841858;991,900024414062
346;136;-1,85000002384186;9,75;-13,1499996185303;537,099975585938;112,099998474121;2,40000009536743;93,3000030517578;315,600006103516;10,1000003814697;315,600006103516;11;13,6999998092651;35,4000015258789;915,799987792969;16,0499992370605;-22,75;38,7999992370605;9,75;-12,75;531,700012207031
59;164;-1,35000002384186;16,3500003814697;-18,25;493;102,300003051758;11,8000001907349;68,1999969482422;255,5;46,4000015258789;255,5;69,3000030517578;8,5;18,8999996185303;1386,59997558594;22,4500007629395;-22,4500007629395;44,9000015258789;16,3500003814697;-9,05000019073486;558,299987792969
174;178,3;-0,0500000007450581;17,3500003814697;-19,3500003814697;779,299987792969;196;6,69999980926514;97,6999969482422;490,700012207031;25,8999996185303;490,700012207031;25,8999996185303;10,3999996185303;20,5;1429,09997558594;22,75;-27,9500007629395;50,7000007629395;17,3500003814697;-19,3500003814697;632
59;172;-1,35000002384186;16,3500003814697;-18,25;493;102,300003051758;11,8000001907349;68,1999969482422;255,5;46,4000015258789;255,5;69,3000030517578;8,5;18,8999996185303;1386,59997558594;22,4500007629395;-22,4500007629395;44,9000015258789;16,3500003814697;-9,05000019073486;558,299987792969
335;125;23,9500007629395;30,0499992370605;15,6499996185303;1433,90002441406;461,100006103516;7,30000019073486;126,699996948242;1089,5;63,2000007629395;611,5;98;10,8000001907349;38,9000015258789;574,599975585938;36,5499992370605;8,64999961853027;27,8999996185303;28,1499996185303;16,3500003814697;1801,69995117188
285;160;7,55000019073486;14,9499998092651;0,349999994039536;1109,69995117188;109,699996948242;65,4000015258789;12,5;316,5;240,399993896484;288,899993896484;295,399993896484;6,90000009536743;30,2999992370605;573,5;20,0499992370605;-2,75;22,7999992370605;1,54999995231628;3,25;1192
30;135;17,5499992370605;27,3500003814697;7,34999990463257;336,200012207031;52,0999984741211;11;52,4000015258789;143,800003051758;35,0999984741211;132,300003051758;38,7000007629395;14,3000001907349;42,0999984741211;777,700012207031;34,8499984741211;0,850000023841858;34;26,0499992370605;9,64999961853027;580,799987792969
174;167;-0,0500000007450581;17,3500003814697;-19,3500003814697;779,299987792969;196;6,69999980926514;97,6999969482422;490,700012207031;25,8999996185303;490,700012207031;25,8999996185303;10,3999996185303;20,5;1429,09997558594;22,75;-27,9500007629395;50,7000007629395;17,3500003814697;-19,3500003814697;632
335;142;23,9500007629395;30,0499992370605;15,6499996185303;1433,90002441406;461,100006103516;7,30000019073486;126,699996948242;1089,5;63,2000007629395;611,5;98;10,8000001907349;38,9000015258789;574,599975585938;36,5499992370605;8,64999961853027;27,8999996185303;28,1499996185303;16,3500003814697;1801,69995117188
135;244,944;13,25;21,0499992370605;6,05000019073486;937,5;107,300003051758;51,2000007629395;20,7000007629395;287,5;194,100006103516;212,100006103516;196,100006103516;9,89999961853027;37;583,200012207031;27,1499996185303;0,550000011920929;26,6000003814697;18,1499996185303;7,15000009536743;1353,59997558594
342;25;-8,94999980926514;16,4500007629395;-36,25;276;47;7,80000019073486;61,2999992370605;131,199996948242;26,1000003814697;131,199996948242;30;9;14,1000003814697;2067;23,5499992370605;-40,3499984741211;63,9000015258789;16,4500007629395;-19,4500007629395;254,100006103516
124;226;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
349;168,2;13,5500001907349;21,1499996185303;6,25;701,200012207031;77,3000030517578;46,4000015258789;15,1999998092651;209,5;154,199996948242;157,199996948242;170;8,80000019073486;35,9000015258789;578,799987792969;26,75;2,25;24,5;15,8500003814697;20,75;1084,80004882812
336;165;23,25;29,3500003814697;15,1499996185303;1501,90002441406;481,600006103516;8;126,400001525879;1138,09997558594;65,8000030517578;643,599975585938;100,800003051758;10,8000001907349;39,0999984741211;565,099975585938;35,75;8,25;27,5;27,4500007629395;15,8500003814697;1852,69995117188
304;170;6,05000019073486;15,9499998092651;-3,15000009536743;651,700012207031;83,0999984741211;34,7999992370605;28,8999996185303;226,800003051758;106,900001525879;226,800003051758;131,699996948242;7;24,6000003814697;741,700012207031;21,8500003814697;-6,55000019073486;28,3999996185303;15,9499998092651;0,449999988079071;1023,09997558594
124;234;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
150;181;6,84999990463257;19,8500003814697;-7,44999980926514;589,5;165,399993896484;2,70000004768372;104,199996948242;380,899993896484;10,6999998092651;380,899993896484;10,6999998092651;10,5;26,1000003814697;1063,30004882812;24,75;-15,3500003814697;40,0999984741211;19,8500003814697;-7,44999980926514;942,799987792969
124;238;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
26;120;0,850000023841858;15,9499998092651;-15,6499996185303;485,200012207031;83;15,1000003814697;54,7999992370605;220,5;55,5;220,5;56,7000007629395;9,69999980926514;22,2000007629395;1226,69995117188;23,0499992370605;-20,5499992370605;43,5999984741211;15,9499998092651;-12,9499998092651;687,099975585938
162;139;6,15000009536743;22,6499996185303;-12,1499996185303;415,100006103516;128,899993896484;1,79999995231628;116;297,200012207031;6,5;297,200012207031;6,5;10,3999996185303;21,7999992370605;1355,90002441406;27,8500003814697;-20,0499992370605;47,9000015258789;22,6499996185303;-12,1499996185303;699,900024414062
124;240;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
326;230,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;262;-2,45000004768372;14,8500003814697;-20,75;555,799987792969;98,9000015258789;20,5;54,5999984741211;250,800003051758;66,5;247;66,5;7,09999990463257;15,3999996185303;1374,09997558594;21,0499992370605;-25,0499992370605;46,0999984741211;13,4499998092651;-20,75;501,200012207031
350;163,2;13,5500001907349;21,1499996185303;6,34999990463257;739,099975585938;82,4000015258789;47,0999984741211;16,2999992370605;226,899993896484;159,399993896484;168,199996948242;176,899993896484;8,80000019073486;35,7000007629395;578,700012207031;26,8500003814697;2,15000009536743;24,7000007629395;15,8500003814697;20,75;1130,69995117188
335;181;23,9500007629395;30,0499992370605;15,6499996185303;1433,90002441406;461,100006103516;7,30000019073486;126,699996948242;1089,5;63,2000007629395;611,5;98;10,8000001907349;38,9000015258789;574,599975585938;36,5499992370605;8,64999961853027;27,8999996185303;28,1499996185303;16,3500003814697;1801,69995117188
285;156;7,55000019073486;14,9499998092651;0,349999994039536;1109,69995117188;109,699996948242;65,4000015258789;12,5;316,5;240,399993896484;288,899993896484;295,399993896484;6,90000009536743;30,2999992370605;573,5;20,0499992370605;-2,75;22,7999992370605;1,54999995231628;3,25;1192
343;41;-9,14999961853027;16,25;-36,5499992370605;297,5;50;8,30000019073486;61,4000015258789;141,199996948242;27,8999996185303;141,199996948242;32,0999984741211;9;14;2067,10009765625;23,4500007629395;-40,5499992370605;64;16,25;-30,6499996185303;248,600006103516
306;127;2,65000009536743;14,1499996185303;-8,14999961853027;722,700012207031;99,0999984741211;32;34,5;266,799987792969;109,099998474121;259,100006103516;134,5;6,69999980926514;21,7999992370605;860,5;19,3500003814697;-11,5500001907349;30,8999996185303;12,4499998092651;-3,45000004768372;807
135;186,165;13,25;21,0499992370605;6,05000019073486;937,5;107,300003051758;51,2000007629395;20,7000007629395;287,5;194,100006103516;212,100006103516;196,100006103516;9,89999961853027;37;583,200012207031;27,1499996185303;0,550000011920929;26,6000003814697;18,1499996185303;7,15000009536743;1353,59997558594
199;227,05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
122;200,57;9,75;20,4500007629395;-2,15000009536743;296,799987792969;62,2999992370605;1,60000002384186;85,6999969482422;161,800003051758;7;161,800003051758;7,90000009536743;11,1000003814697;31;876,400024414062;26,4500007629395;-9,25;35,7000007629395;20,4500007629395;-0,949999988079071;519
12;196;-2,04999995231628;15,3500003814697;-20,75;579,200012207031;99,3000030517578;21;53,5999984741211;256,700012207031;66,1999969482422;255,300003051758;66,1999969482422;8,69999980926514;18,2000007629395;1392,30004882812;22,25;-25,5499992370605;47,7999992370605;13,5500001907349;-20,75;521,400024414062
199;265,051;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
124;293;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
88;169,625;-5,44999980926514;9,14999961853027;-18,25;304,799987792969;56,7999992370605;8,30000019073486;57;143,399993896484;31,2999992370605;129,199996948242;31,2999992370605;7,40000009536743;19,1000003814697;1082,19995117188;14,75;-24,0499992370605;38,7999992370605;6,94999980926514;-18,25;369,299987792969
59;161;-1,35000002384186;16,3500003814697;-18,25;493;102,300003051758;11,8000001907349;68,1999969482422;255,5;46,4000015258789;255,5;69,3000030517578;8,5;18,8999996185303;1386,59997558594;22,4500007629395;-22,4500007629395;44,9000015258789;16,3500003814697;-9,05000019073486;558,299987792969
159;173;10,0500001907349;16,1499996185303;4,44999980926514;671,599975585938;68,6999969482422;41,4000015258789;12,1000003814697;193;142,600006103516;170,100006103516;153;6,90000009536743;35,0999984741211;461,399993896484;20,8500003814697;1,25;19,6000003814697;10,6499996185303;6,34999990463257;1048,09997558594
124;298;8,14999961853027;18,9500007629395;-3,84999990463257;408,700012207031;77;3,20000004768372;77,5999984741211;207,399993896484;14;207,399993896484;14,6000003814697;10,8999996185303;30,2000007629395;880,900024414062;24,6499996185303;-11,5500001907349;36,2000007629395;18,9500007629395;-2,45000004768372;690,5
88;158,6;-5,44999980926514;9,14999961853027;-18,25;304,799987792969;56,7999992370605;8,30000019073486;57;143,399993896484;31,2999992370605;129,199996948242;31,2999992370605;7,40000009536743;19,1000003814697;1082,19995117188;14,75;-24,0499992370605;38,7999992370605;6,94999980926514;-18,25;369,299987792969
339;203;-4,65000009536743;5,44999980926514;-14,25;474,200012207031;133;2,40000009536743;115,800003051758;333,200012207031;8,30000019073486;333,200012207031;9,19999980926514;14,1999998092651;40,5;778;11,8500003814697;-23,1499996185303;35;5,44999980926514;-13,8500003814697;401,200012207031
98;240;11,3500003814697;22,5499992370605;0,150000005960464;1363,5;144,399993896484;82,1999969482422;14,3999996185303;395,600006103516;279;388,299987792969;279;9,60000038146973;28,2999992370605;863,5;28,6499996185303;-5,34999990463257;34;20,25;0,150000005960464;1526,69995117188
149;278;5,05000019073486;18,0499992370605;-9,35000038146973;648,700012207031;178,899993896484;3,09999990463257;102,300003051758;414,100006103516;12,3000001907349;414,100006103516;12,3000001907349;10,3999996185303;25,8999996185303;1063,19995117188;22,9500007629395;-17,25;40,2000007629395;18,0499992370605;-9,35000038146973;986,099975585938
334;100;12,25;17,8500003814697;4,84999990463257;2077,89990234375;644,400024414062;13,1000003814697;120,300003051758;1523,19995117188;103,800003051758;884,700012207031;159;10,6000003814697;41,7000007629395;523,099975585938;23,4500007629395;-1,85000002384186;25,2999992370605;16,8500003814697;8,44999980926514;1606,90002441406
161;183,3;2,54999995231628;20,75;-18,4500007629395;549,900024414062;148,5;3,40000009536743;107;372,700012207031;12,6999998092651;372,700012207031;12,6999998092651;10,6999998092651;20;1519,19995117188;26,0499992370605;-27,4500007629395;53,5;20,75;-18,4500007629395;800
174;228,6;-0,0500000007450581;17,3500003814697;-19,3500003814697;779,299987792969;196;6,69999980926514;97,6999969482422;490,700012207031;25,8999996185303;490,700012207031;25,8999996185303;10,3999996185303;20,5;1429,09997558594;22,75;-27,9500007629395;50,7000007629395;17,3500003814697;-19,3500003814697;632
6;229;12,8500003814697;24,5499992370605;0,349999994039536;1125,69995117188;131,399993896484;47,7999992370605;29,5;386,100006103516;170,899993896484;352,799987792969;170,899993896484;9,89999961853027;27,3999996185303;928,099975585938;31,3500003814697;-4,65000009536743;36;22,3500003814697;0,349999994039536;1540,40002441406
235;316;17,1499996185303;26,3500003814697;7,84999990463257;2598;514;69,4000015258789;67,0999984741211;1277,90002441406;251,300003051758;968,099975585938;262,100006103516;6,40000009536743;23,7000007629395;719,099975585938;30,25;3,15000009536743;27,1000003814697;23,1499996185303;9,85000038146973;2021,69995117188
161;182;2,54999995231628;20,75;-18,4500007629395;549,900024414062;148,5;3,40000009536743;107;372,700012207031;12,6999998092651;372,700012207031;12,6999998092651;10,6999998092651;20;1519,19995117188;26,0499992370605;-27,4500007629395;53,5;20,75;-18,4500007629395;800
285;162;7,55000019073486;14,9499998092651;0,349999994039536;1109,69995117188;109,699996948242;65,4000015258789;12,5;316,5;240,399993896484;288,899993896484;295,399993896484;6,90000009536743;30,2999992370605;573,5;20,0499992370605;-2,75;22,7999992370605;1,54999995231628;3,25;1192
29;265;0,550000011920929;14,9499998092651;-15,4499998092651;492,899993896484;78,1999969482422;15,3999996185303;51;216;57,7000007629395;216;59;8,69999980926514;20,7999992370605;1176,69995117188;21,5499992370605;-20,0499992370605;41,5999984741211;14,9499998092651;-12,75;668,299987792969
27;170;0,850000023841858;15,9499998092651;-15,75;478;81,1999969482422;14,8999996185303;54,4000015258789;216,600006103516;54,7999992370605;216,600006103516;55,9000015258789;9,60000038146973;22;1227,90002441406;23,0499992370605;-20,5499992370605;43,5999984741211;15,9499998092651;-12,9499998092651;687,099975585938
135;246,645;13,25;21,0499992370605;6,05000019073486;937,5;107,300003051758;51,2000007629395;20,7000007629395;287,5;194,100006103516;212,100006103516;196,100006103516;9,89999961853027;37;583,200012207031;27,1499996185303;0,550000011920929;26,6000003814697;18,1499996185303;7,15000009536743;1353,59997558594
57;144;13,9499998092651;17,5499992370605;10,25;801,299987792969;159,600006103516;0,800000011920929;91,0999984741211;457,399993896484;8,19999980926514;9,19999980926514;457,399993896484;8,69999980926514;49;284,399993896484;24,1499996185303;6,34999990463257;17,7999992370605;10,25;17,0499992370605;1203,59997558594
101;173,6;6,65000009536743;19,6499996185303;-7,55000019073486;979,099975585938;95,3000030517578;60,2000007629395;13,3999996185303;277,5;197;274,799987792969;210,600006103516;9,30000019073486;23,2000007629395;1054,90002441406;25,9500007629395;-14,25;40,2000007629395;18,4500007629395;-6,44999980926514;1116
24;170;0,850000023841858;15,9499998092651;-15,6499996185303;485,200012207031;83;15,1000003814697;54,7999992370605;220,5;55,5;220,5;56,7000007629395;9,69999980926514;22,2000007629395;1226,69995117188;23,0499992370605;-20,5499992370605;43,5999984741211;15,9499998092651;-12,9499998092651;687,099975585938
6;285;12,8500003814697;24,5499992370605;0,349999994039536;1125,69995117188;131,399993896484;47,7999992370605;29,5;386,100006103516;170,899993896484;352,799987792969;170,899993896484;9,89999961853027;27,3999996185303;928,099975585938;31,3500003814697;-4,65000009536743;36;22,3500003814697;0,349999994039536;1540,40002441406
18;239;-2,04999995231628;15,1499996185303;-20,3500003814697;680,5;115,599998474121;25,2999992370605;53,2999992370605;304,299987792969;79,6999969482422;297,299987792969;79,6999969482422;7,09999990463257;15,5;1366,59997558594;21,25;-24,5499992370605;45,7999992370605;13,75;-20,3500003814697;521,400024414062
271;282;9,75;16,75;2,95000004768372;933;90,6999969482422;48;14,8999996185303;254,800003051758;188,100006103516;254,5;232;6,59999990463257;30,7999992370605;539,900024414062;21,4500007629395;0,150000005960464;21,2999992370605;16,3500003814697;5,75;1348,80004882812
27;187;0,850000023841858;15,9499998092651;-15,75;478;81,1999969482422;14,8999996185303;54,4000015258789;216,600006103516;54,7999992370605;216,600006103516;55,9000015258789;9,60000038146973;22;1227,90002441406;23,0499992370605;-20,5499992370605;43,5999984741211;15,9499998092651;-12,9499998092651;687,099975585938
16;290;-2,04999995231628;15,3500003814697;-20,75;640,5;109,699996948242;23,2999992370605;53,5;284,200012207031;73,3000030517578;281,5;73,3000030517578;8,39999961853027;17,7000007629395;1391,80004882812;22,0499992370605;-25,4500007629395;47,5;13,5500001907349;-20,75;521,400024414062
101;190,4;6,65000009536743;19,6499996185303;-7,55000019073486;979,099975585938;95,3000030517578;60,2000007629395;13,3999996185303;277,5;197;274,799987792969;210,600006103516;9,30000019073486;23,2000007629395;1054,90002441406;25,9500007629395;-14,25;40,2000007629395;18,4500007629395;-6,44999980926514;1116
324;272;5,44999980926514;17,6499996185303;-6,94999980926514;645,700012207031;79,8000030517578;30,7999992370605;28,8999996185303;228,100006103516;107,599998474121;228,100006103516;127,599998474121;7;20,7000007629395;964,700012207031;22,9500007629395;-10,8500003814697;33,7999992370605;17,6499996185303;-1,04999995231628;1015,5
38;227;9,05000019073486;18,25;0,550000011920929;801,200012207031;142,199996948242;13,8999996185303;61,5999984741211;384,600006103516;55,5999984741211;67,4000015258789;342;12,5;38,2000007629395;695,099975585938;28,9500007629395;-3,84999990463257;32,7999992370605;1,14999997615814;18,0499992370605;1203,5
322;211;22,0499992370605;25,4500007629395;17,6499996185303;621,900024414062;106,699996948242;7,19999980926514;76,0999984741211;308,700012207031;25,1000003814697;308,700012207031;25,1000003814697;11,1999998092651;56,4000015258789;308;30,25;10,3500003814697;19,8999996185303;25,4500007629395;17,6499996185303;985
271;297;9,75;16,75;2,95000004768372;933;90,6999969482422;48;14,8999996185303;254,800003051758;188,100006103516;254,5;232;6,59999990463257;30,7999992370605;539,900024414062;21,4500007629395;0,150000005960464;21,2999992370605;16,3500003814697;5,75;1348,80004882812
162;159;6,15000009536743;22,6499996185303;-12,1499996185303;415,100006103516;128,899993896484;1,79999995231628;116;297,200012207031;6,5;297,200012207031;6,5;10,3999996185303;21,7999992370605;1355,90002441406;27,8500003814697;-20,0499992370605;47,9000015258789;22,6499996185303;-12,1499996185303;699,900024414062
161;199;2,54999995231628;20,75;-18,4500007629395;549,900024414062;148,5;3,40000009536743;107;372,700012207031;12,6999998092651;372,700012207031;12,6999998092651;10,6999998092651;20;1519,19995117188;26,0499992370605;-27,4500007629395;53,5;20,75;-18,4500007629395;800
131;204,35;8,55000019073486;22,0499992370605;-6,55000019073486;515,099975585938;127,5;3,5;99,4000015258789;318,5;11,8000001907349;318,5;11,8000001907349;11,6999998092651;27,2000007629395;1112,90002441406;28,25;-14,75;43;22,0499992370605;-6,55000019073486;842,5
73;121;25,4500007629395;25,8500003814697;24,75;3417,5;435,399993896484;179,5;30,7000007629395;1252,90002441406;600,799987792969;607;1142;5,90000009536743;80;44;29,4500007629395;22,0499992370605;7,40000009536743;24,8500003814697;25,75;2541,89990234375
314;250;5,65000009536743;16,1499996185303;-4,55000019073486;738,200012207031;88,0999984741211;33,9000015258789;27,7999992370605;254,100006103516;116,699996948242;254,100006103516;151,300003051758;6,5;21,7000007629395;811,200012207031;21,3500003814697;-8,35000038146973;29,7000007629395;16,1499996185303;-0,25;1033,90002441406
263;228;9,85000038146973;16,8500003814697;2,95000004768372;913,400024414062;86,0999984741211;56,5;10,8000001907349;245,399993896484;201,300003051758;243,699996948242;236;7,09999990463257;32,7000007629395;540,200012207031;21,6499996185303;-0,0500000007450581;21,7000007629395;3,95000004768372;5,94999980926514;1328
